MASTERCLIENT,LOCATIONCODE,ITEMNO,DESCRIPTION,DESCRIPTION2,OKQUANTITY,REJECTQUANTITY,HOLDQUANTITY,TOTALQUANTITY,PUTAWAYOUTSTANDINGQTY,GATEENTRYOUTSTANDING,UOM,ITEMCATEGORYCODE,BRANDCODE,VENDORCODE,VENDORNAME,GRNNUMBER,ASNNO,GRNREGISTEREDDATE,CLIENTGRNDATE,PETSTYLECODE,STYLENAME,COLORCODE,SIZECODE,SOURCENO,INVOICENO,INVOICEDATE,VEHICLEARRIVALDATETIME,STATUS,POTYPE,CREATEDBY,MODIFYBY,IMEI,BOXID,STOREID,LOTNO,SERIALNO,Matc,LOTEXPIRY,MRP,VENDORBATCHNO,MFGDATE,PONO,PURCHASEPRICE,VENDORORDERNO,DISPATCHTYPE,ITEMSERIALNO,TOTALWAREHOUSEQUANTITY,CONTAINERNO,PONO2,COUNTRY_OF_ORIGIN,CATEGORY,BILL_OF_LADING,BILL_OF_ENTRY,WEIGHT,VOLUME,LPNCODE,ITEMCBM,ASNCBM,TOTALITEMCBM,TOTALASNCBM,NO2,BINCODE,TRANSPORTERNAME,VEHICLENO,DOCKETNO,VENDORADDRESS,SOURCETYPE,DEVICEMAC,DATA_MONTH
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3141,ASN/2025/339,2026-01-24T17:09:46,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Pradeep,Pradeep,,,,GX/G/25-26/722,GX163485,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9894,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A32996,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3141,ASN/2025/339,2026-01-24T17:09:46,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Pradeep,Pradeep,,,,GX/G/25-26/722,GX163467,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9894,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A335F6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3141,ASN/2025/339,2026-01-24T17:09:46,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Pradeep,Pradeep,,,,GX/G/25-26/722,GX163479,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9894,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A31086,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3141,ASN/2025/339,2026-01-24T17:09:46,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Pradeep,Pradeep,,,,GX/G/25-26/722,GX163493,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9894,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A302E6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3141,ASN/2025/339,2026-01-24T17:09:46,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Pradeep,Pradeep,,,,GX/G/25-26/722,GX163558,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9898,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A336A6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3141,ASN/2025/339,2026-01-24T17:09:46,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Pradeep,Pradeep,,,,GX/G/25-26/722,GX163570,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9898,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A348E6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163901,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A47746,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163909,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F2A6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163914,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A32636,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163907,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A31416,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163905,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A46F26,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163903,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A3AC16,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163900,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A460F6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163891,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2EFA6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163890,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A41326,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163892,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A3FD76,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163915,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F246,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163902,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A310C6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163906,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A51826,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163913,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F766,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163896,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F126,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163883,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A46A76,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163882,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A3D836,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163884,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A47F76,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163889,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A461B6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163888,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A33696,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163897,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F1C6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163886,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A4A036,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163880,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A45E16,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163849,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2FB26,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163806,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9901,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A2F5A6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163874,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A3C846,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163881,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A3B306,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163885,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A3B6D6,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163887,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9903,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A33E06,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163899,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9905,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A46066,1/1/2026
WIOM,001-SAKET,WM-02,Wiom ONT_GX-Titanium E20/Earth 2022,Normal BAU,1,0,0,1,1,0,PCS,ELECTRONICS,,V202206002,GX INDIA PRIVATE LIMITED,GRN/2025/3143,ASN/2025/339,2026-01-24T17:06:29,,WM-02,,,,GE/2025/337,GX/G/25-26/722,2026-01-24T00:00:00,,Released,,Rahul,Rahul,,,,GX/G/25-26/722,GX163777,#N/A,,0,,2025-01-24T00:00:00,PO/2025/100,2200,PO-0085.,Warehouse,,1,,,,,,,0,0,DEL_CX9901,0,0,0,0,ONT,,,,,"Fourth Floor, Unit No 401, Genexis India Private Limited, JMD Regent Plaza, MG Road",Gate Entry,B48618A31726,1/1/2026
